"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","participant_id","list_name","rt","stimulus","response","texture"
"","","","","","survey-text","11","336310","0.0-11.0","5h24qjyedv","13","textures_list2","21571","","{""Q0"":""7""}","D65"
"","","","","","survey-text","12","351596","0.0-12.0","5h24qjyedv","13","textures_list2","15284","","{""Q0"":""6""}","D5"
"","","","","","survey-text","13","368572","0.0-13.0","5h24qjyedv","13","textures_list2","16973","","{""Q0"":""6""}","D97"
"","","","","","survey-text","14","400960","0.0-14.0","5h24qjyedv","13","textures_list2","32386","","{""Q0"":""5""}","D51*"
"","","","","","survey-text","15","417329","0.0-15.0","5h24qjyedv","13","textures_list2","16366","","{""Q0"":""5""}","D105"
"","","","","","survey-text","16","437026","0.0-16.0","5h24qjyedv","13","textures_list2","19695","","{""Q0"":""4""}","D102*"
"","","","","","survey-text","17","449783","0.0-17.0","5h24qjyedv","13","textures_list2","12755","","{""Q0"":""6""}","D17"
"","","","","","survey-text","18","467097","0.0-18.0","5h24qjyedv","13","textures_list2","17311","","{""Q0"":""2""}","D63"
"","","","","","survey-text","19","483837","0.0-19.0","5h24qjyedv","13","textures_list2","16737","","{""Q0"":""4""}","D59"
"","","","","","survey-text","20","503233","0.0-20.0","5h24qjyedv","13","textures_list2","19394","","{""Q0"":""4""}","D93"
"","","","","","survey-text","21","515959","0.0-21.0","5h24qjyedv","13","textures_list2","12723","","{""Q0"":""2""}","D28"
"","","","","","survey-text","22","529600","0.0-22.0","5h24qjyedv","13","textures_list2","13638","","{""Q0"":""6""}","D44"
"","","","","","survey-text","23","544039","0.0-23.0","5h24qjyedv","13","textures_list2","14438","","{""Q0"":""3""}","D87"
"","","","","","survey-text","24","558904","0.0-24.0","5h24qjyedv","13","textures_list2","14862","","{""Q0"":""3""}","D54"
"","","","","","survey-text","25","576373","0.0-25.0","5h24qjyedv","13","textures_list2","17467","","{""Q0"":""5""}","D32"
"","","","","","survey-text","26","590285","0.0-26.0","5h24qjyedv","13","textures_list2","13909","","{""Q0"":""4""}","D9"
"","","","","","survey-text","27","605315","0.0-27.0","5h24qjyedv","13","textures_list2","15028","","{""Q0"":""3""}","D112"
"","","","","","survey-text","28","619612","0.0-28.0","5h24qjyedv","13","textures_list2","14294","","{""Q0"":""7""}","D16"
"","","","","","survey-text","29","635197","0.0-29.0","5h24qjyedv","13","textures_list2","15582","","{""Q0"":""2""}","D75"
"","","","","","survey-text","30","651610","0.0-30.0","5h24qjyedv","13","textures_list2","16411","","{""Q0"":""3""}","D91*"
"","","","","","survey-text","31","667688","0.0-31.0","5h24qjyedv","13","textures_list2","16075","","{""Q0"":""6""}","D103"
"","","","","","survey-text","32","685255","0.0-32.0","5h24qjyedv","13","textures_list2","17564","","{""Q0"":""2""}","D31*"
"","","","","","survey-text","33","708756","0.0-33.0","5h24qjyedv","13","textures_list2","23499","","{""Q0"":""2""}","D74"
"","","","","","survey-text","34","722288","0.0-34.0","5h24qjyedv","13","textures_list2","13530","","{""Q0"":""5""}","D12"
"","","","","","survey-text","35","735268","0.0-35.0","5h24qjyedv","13","textures_list2","12977","","{""Q0"":""6""}","D11"
"","","","","","survey-text","36","749003","0.0-36.0","5h24qjyedv","13","textures_list2","13730","","{""Q0"":""5""}","D84"
"","","","","","survey-text","37","764455","0.0-37.0","5h24qjyedv","13","textures_list2","15445","","{""Q0"":""3""}","D45"
"","","","","","survey-text","38","777181","0.0-38.0","5h24qjyedv","13","textures_list2","12723","","{""Q0"":""4""}","D73"
"","","","","","survey-text","39","794517","0.0-39.0","5h24qjyedv","13","textures_list2","17332","","{""Q0"":""5""}","D57"
"","","","","","survey-text","40","809822","0.0-40.0","5h24qjyedv","13","textures_list2","15302","","{""Q0"":""6""}","D56"
"","","","","","survey-text","41","820602","0.0-41.0","5h24qjyedv","13","textures_list2","10778","","{""Q0"":""7""}","D101"
